environment: line 10: __conda_exe: command not found
# conda environments:
#
torch_env             *  /home/DAVIDSON/alalkadhim.visitor/.conda/envs/torch_env
base                     /home/DAVIDSON/alalkadhim.visitor/software/miniconda3

[32m[I 2022-11-07 19:06:17,044][0m A new study created in memory with name: no-name-9a08a286-5e23-461e-b80e-a949c4f5a7ec[0m
[32m[I 2022-11-07 19:06:56,501][0m Trial 0 finished with value: 0.001854395212722072 and parameters: {'nlayers': 19, 'hidden_size': 293, 'dropout': 0.4350600528096148, 'learning_rate': 0.009639784133365449, 'batch_size': 9547, 'optimizer_name': 'Adam'}. Best is trial 0 with value: 0.001854395212722072.[0m
[32m[I 2022-11-07 19:11:40,592][0m Trial 11 finished with value: 0.001832221841368335 and parameters: {'nlayers': 100, 'hidden_size': 36, 'dropout': 0.12623495723187578, 'learning_rate': 0.0007385974148262633, 'batch_size': 9670, 'optimizer_name': 'Adam'}. Best is trial 11 with value: 0.001832221841368335.[0m
[32m[I 2022-11-07 19:12:23,817][0m Trial 12 finished with value: 0.0018389684856492477 and parameters: {'nlayers': 94, 'hidden_size': 104, 'dropout': 0.2026783924120619, 'learning_rate': 0.0001896095145666357, 'batch_size': 9674, 'optimizer_name': 'Adam'}. Best is trial 11 with value: 0.001832221841368335.[0m
[32m[I 2022-11-07 19:12:58,152][0m Trial 13 finished with value: 0.002250028957996354 and parameters: {'nlayers': 99, 'hidden_size': 79, 'dropout': 0.17833238502645105, 'learning_rate': 0.0002061923718272001, 'batch_size': 7882, 'optimizer_name': 'Adam'}. Best is trial 11 with value: 0.001832221841368335.[0m
[32m[I 2022-11-07 19:13:29,599][0m Trial 14 finished with value: 0.001783821074225407 and parameters: {'nlayers': 98, 'hidden_size': 14, 'dropout': 0.21738764648201947, 'learning_rate': 0.0014343799782944448, 'batch_size': 9948, 'optimizer_name': 'SGD'}. Best is trial 14 with value: 0.001783821074225407.[0m
[32m[I 2022-11-07 19:13:48,784][0m Trial 15 finished with value: 0.0023435259180547693 and parameters: {'nlayers': 86, 'hidden_size': 4, 'dropout': 0.27345006578843406, 'learning_rate': 0.0015934191940551378, 'batch_size': 7829, 'optimizer_name': 'SGD'}. Best is trial 14 with value: 0.001783821074225407.[0m
[32m[I 2022-11-07 19:14:26,373][0m Trial 16 finished with value: 0.0017888845988265098 and parameters: {'nlayers': 100, 'hidden_size': 46, 'dropout': 0.14240847083548006, 'learning_rate': 0.0021740911278761896, 'batch_size': 9959, 'optimizer_name': 'SGD'}. Best is trial 14 with value: 0.001783821074225407.[0m
[32m[I 2022-11-07 19:14:52,634][0m Trial 17 finished with value: 0.002074847603850247 and parameters: {'nlayers': 76, 'hidden_size': 47, 'dropout': 0.1713175722304438, 'learning_rate': 0.0018244627255255019, 'batch_size': 8674, 'optimizer_name': 'SGD'}. Best is trial 14 with value: 0.001783821074225407.[0m
[32m[I 2022-11-07 19:15:17,466][0m Trial 18 finished with value: 0.0025416481417000064 and parameters: {'nlayers': 62, 'hidden_size': 117, 'dropout': 0.24861346969407966, 'learning_rate': 0.004517135457898854, 'batch_size': 7039, 'optimizer_name': 'SGD'}. Best is trial 14 with value: 0.001783821074225407.[0m
[32m[I 2022-11-07 19:15:28,811][0m Trial 19 finished with value: 0.027470853476397758 and parameters: {'nlayers': 88, 'hidden_size': 175, 'dropout': 0.32656970845969746, 'learning_rate': 0.0016960204066780772, 'batch_size': 678, 'optimizer_name': 'SGD'}. Best is trial 14 with value: 0.001783821074225407.[0m
[32m[I 2022-11-07 19:15:36,757][0m Trial 20 finished with value: 0.009770167835712176 and parameters: {'nlayers': 59, 'hidden_size': 93, 'dropout': 0.1574507293339231, 'learning_rate': 0.004494572962624698, 'batch_size': 1853, 'optimizer_name': 'SGD'}. Best is trial 14 with value: 0.001783821074225407.[0m
[32m[I 2022-11-07 19:16:10,712][0m Trial 21 finished with value: 0.0019180197061940607 and parameters: {'nlayers': 97, 'hidden_size': 38, 'dropout': 0.1335851848736374, 'learning_rate': 0.0010731836545576994, 'batch_size': 9368, 'optimizer_name': 'SGD'}. Best is trial 14 with value: 0.001783821074225407.[0m
[32m[I 2022-11-07 19:16:44,700][0m Trial 22 finished with value: 0.0018650769023248151 and parameters: {'nlayers': 91, 'hidden_size': 36, 'dropout': 0.21711046150396543, 'learning_rate': 0.0010512502690893616, 'batch_size': 9933, 'optimizer_name': 'SGD'}. Best is trial 14 with value: 0.001783821074225407.[0m
[32m[I 2022-11-07 19:17:14,014][0m Trial 23 finished with value: 0.0020795934960462044 and parameters: {'nlayers': 80, 'hidden_size': 60, 'dropout': 0.10141475805503833, 'learning_rate': 0.0023681070049336927, 'batch_size': 8625, 'optimizer_name': 'SGD'}. Best is trial 14 with value: 0.001783821074225407.[0m
[32m[I 2022-11-07 19:17:38,406][0m Trial 24 finished with value: 0.0023538637663639153 and parameters: {'nlayers': 100, 'hidden_size': 17, 'dropout': 0.14889164116963913, 'learning_rate': 0.0009358316044069982, 'batch_size': 7522, 'optimizer_name': 'RMSprop'}. Best is trial 14 with value: 0.001783821074225407.[0m
[32m[I 2022-11-07 19:18:14,139][0m Trial 25 finished with value: 0.0019977164509360386 and parameters: {'nlayers': 69, 'hidden_size': 120, 'dropout': 0.1895027688148112, 'learning_rate': 0.0037565680801033416, 'batch_size': 9057, 'optimizer_name': 'SGD'}. Best is trial 14 with value: 0.001783821074225407.[0m
[32m[I 2022-11-07 19:18:32,212][0m Trial 26 finished with value: 0.002738165197225151 and parameters: {'nlayers': 92, 'hidden_size': 28, 'dropout': 0.2524135226306215, 'learning_rate': 0.002141031809245278, 'batch_size': 6475, 'optimizer_name': 'SGD'}. Best is trial 14 with value: 0.001783821074225407.[0m
[32m[I 2022-11-07 19:18:55,760][0m Trial 27 finished with value: 0.0021731463283369595 and parameters: {'nlayers': 85, 'hidden_size': 56, 'dropout': 0.22106494641664237, 'learning_rate': 0.0008935746012605545, 'batch_size': 8183, 'optimizer_name': 'RMSprop'}. Best is trial 14 with value: 0.001783821074225407.[0m
[32m[I 2022-11-07 19:19:28,467][0m Trial 28 finished with value: 0.001880952914876032 and parameters: {'nlayers': 99, 'hidden_size': 3, 'dropout': 0.13757174540870865, 'learning_rate': 0.005950737726047016, 'batch_size': 9929, 'optimizer_name': 'SGD'}. Best is trial 14 with value: 0.001783821074225407.[0m
[32m[I 2022-11-07 19:20:06,658][0m Trial 29 finished with value: 0.001883328084537077 and parameters: {'nlayers': 80, 'hidden_size': 83, 'dropout': 0.29876466129727636, 'learning_rate': 0.007905788698764574, 'batch_size': 9406, 'optimizer_name': 'Adam'}. Best is trial 14 with value: 0.001783821074225407.[0m
[32m[I 2022-11-07 19:20:17,374][0m Trial 30 finished with value: 0.0024775159627257494 and parameters: {'nlayers': 6, 'hidden_size': 192, 'dropout': 0.1651044592285611, 'learning_rate': 0.002372947728636273, 'batch_size': 7154, 'optimizer_name': 'Adam'}. Best is trial 14 with value: 0.001783821074225407.[0m
[32m[I 2022-11-07 19:21:01,129][0m Trial 31 finished with value: 0.0019378213457865259 and parameters: {'nlayers': 93, 'hidden_size': 103, 'dropout': 0.1975495259150078, 'learning_rate': 0.000411849315576786, 'batch_size': 9125, 'optimizer_name': 'Adam'}. Best is trial 14 with value: 0.001783821074225407.[0m
[32m[I 2022-11-07 19:21:56,592][0m Trial 32 finished with value: 0.0017853565213903125 and parameters: {'nlayers': 93, 'hidden_size': 125, 'dropout': 0.12182259429321944, 'learning_rate': 0.0006888678332215279, 'batch_size': 9928, 'optimizer_name': 'Adam'}. Best is trial 14 with value: 0.001783821074225407.[0m
[32m[I 2022-11-07 19:22:33,540][0m Trial 33 finished with value: 0.0019404091833976162 and parameters: {'nlayers': 90, 'hidden_size': 70, 'dropout': 0.11527452845814572, 'learning_rate': 0.0013888821134744843, 'batch_size': 9119, 'optimizer_name': 'Adam'}. Best is trial 14 with value: 0.001783821074225407.[0m
[32m[I 2022-11-07 19:23:35,826][0m Trial 34 finished with value: 0.0017853002350216455 and parameters: {'nlayers': 100, 'hidden_size': 137, 'dropout': 0.13032116134234825, 'learning_rate': 0.003927543906579022, 'batch_size': 9922, 'optimizer_name': 'Adam'}. Best is trial 14 with value: 0.001783821074225407.[0m
[32m[I 2022-11-07 19:24:16,166][0m Trial 35 finished with value: 0.002074185455764999 and parameters: {'nlayers': 81, 'hidden_size': 127, 'dropout': 0.14376721040843948, 'learning_rate': 0.0036929892149123503, 'batch_size': 8543, 'optimizer_name': 'Adam'}. Best is trial 14 with value: 0.001783821074225407.[0m
[32m[I 2022-11-07 19:24:33,306][0m Trial 36 finished with value: 0.004534698168660382 and parameters: {'nlayers': 68, 'hidden_size': 138, 'dropout': 0.2244358924935928, 'learning_rate': 0.0028694274405993174, 'batch_size': 3908, 'optimizer_name': 'RMSprop'}. Best is trial 14 with value: 0.001783821074225407.[0m
[32m[I 2022-11-07 19:25:19,031][0m Trial 37 finished with value: 0.0017784287313050537 and parameters: {'nlayers': 53, 'hidden_size': 176, 'dropout': 0.119130975955536, 'learning_rate': 0.003828907928935227, 'batch_size': 9974, 'optimizer_name': 'Adam'}. Best is trial 37 with value: 0.0017784287313050537.[0m
[32m[I 2022-11-07 19:25:55,664][0m Trial 38 finished with value: 0.002004507764295588 and parameters: {'nlayers': 39, 'hidden_size': 186, 'dropout': 0.10086966573086217, 'learning_rate': 0.005493913615025312, 'batch_size': 8839, 'optimizer_name': 'Adam'}. Best is trial 37 with value: 0.0017784287313050537.[0m
[32m[I 2022-11-07 19:26:28,340][0m Trial 39 finished with value: 0.002178123422069493 and parameters: {'nlayers': 37, 'hidden_size': 208, 'dropout': 0.4769984758219023, 'learning_rate': 0.004438172593770543, 'batch_size': 8144, 'optimizer_name': 'Adam'}. Best is trial 37 with value: 0.0017784287313050537.[0m
[32m[I 2022-11-07 19:27:21,276][0m Trial 40 finished with value: 0.0018884041946967112 and parameters: {'nlayers': 51, 'hidden_size': 224, 'dropout': 0.17867222479122916, 'learning_rate': 0.003697200378523405, 'batch_size': 9393, 'optimizer_name': 'Adam'}. Best is trial 37 with value: 0.0017784287313050537.[0m
[32m[I 2022-11-07 19:27:49,870][0m Trial 41 finished with value: 0.0017745443793775132 and parameters: {'nlayers': 21, 'hidden_size': 156, 'dropout': 0.12607357762611174, 'learning_rate': 0.003226516522258807, 'batch_size': 9983, 'optimizer_name': 'Adam'}. Best is trial 41 with value: 0.0017745443793775132.[0m
[32m[I 2022-11-07 19:28:18,958][0m Trial 42 finished with value: 0.0017793763667890395 and parameters: {'nlayers': 20, 'hidden_size': 164, 'dropout': 0.1182671608817039, 'learning_rate': 0.0033016644584904237, 'batch_size': 9946, 'optimizer_name': 'Adam'}. Best is trial 41 with value: 0.0017745443793775132.[0m
[32m[I 2022-11-07 19:28:39,783][0m Trial 43 finished with value: 0.0019952399098574747 and parameters: {'nlayers': 16, 'hidden_size': 173, 'dropout': 0.12211448951608592, 'learning_rate': 0.004187952999130962, 'batch_size': 8909, 'optimizer_name': 'Adam'}. Best is trial 41 with value: 0.0017745443793775132.[0m
[32m[I 2022-11-07 19:29:05,842][0m Trial 44 finished with value: 0.0019031161896401342 and parameters: {'nlayers': 19, 'hidden_size': 155, 'dropout': 0.15231212097663782, 'learning_rate': 0.0031962034495785553, 'batch_size': 9346, 'optimizer_name': 'Adam'}. Best is trial 41 with value: 0.0017745443793775132.[0m
[32m[I 2022-11-07 19:29:29,266][0m Trial 45 finished with value: 0.002173878776681448 and parameters: {'nlayers': 29, 'hidden_size': 164, 'dropout': 0.10013318401058355, 'learning_rate': 0.005393822329058986, 'batch_size': 8173, 'optimizer_name': 'Adam'}. Best is trial 41 with value: 0.0017745443793775132.[0m
[32m[I 2022-11-07 19:29:56,714][0m Trial 46 finished with value: 0.0017793052049192187 and parameters: {'nlayers': 14, 'hidden_size': 204, 'dropout': 0.15930597264611945, 'learning_rate': 0.00485234572153716, 'batch_size': 9986, 'optimizer_name': 'Adam'}. Best is trial 41 with value: 0.0017745443793775132.[0m
[32m[I 2022-11-07 19:30:22,985][0m Trial 47 finished with value: 0.0018679798274628954 and parameters: {'nlayers': 12, 'hidden_size': 250, 'dropout': 0.18475417907626793, 'learning_rate': 0.0049421136993990315, 'batch_size': 9533, 'optimizer_name': 'Adam'}. Best is trial 41 with value: 0.0017745443793775132.[0m
[32m[I 2022-11-07 19:30:33,717][0m Trial 48 finished with value: 0.004188084411351441 and parameters: {'nlayers': 25, 'hidden_size': 208, 'dropout': 0.15831101159167896, 'learning_rate': 0.006523613529971312, 'batch_size': 4244, 'optimizer_name': 'Adam'}. Best is trial 41 with value: 0.0017745443793775132.[0m
[32m[I 2022-11-07 19:30:43,301][0m Trial 49 finished with value: 0.006678438481541052 and parameters: {'nlayers': 34, 'hidden_size': 195, 'dropout': 0.20547800365746866, 'learning_rate': 0.002793579324373877, 'batch_size': 2668, 'optimizer_name': 'Adam'}. Best is trial 41 with value: 0.0017745443793775132.[0m
[32m[I 2022-11-07 19:31:25,421][0m Trial 50 finished with value: 0.002325907194794674 and parameters: {'nlayers': 47, 'hidden_size': 242, 'dropout': 0.23421150013233616, 'learning_rate': 0.003361303545625732, 'batch_size': 7605, 'optimizer_name': 'RMSprop'}. Best is trial 41 with value: 0.0017745443793775132.[0m
[32m[I 2022-11-07 19:32:03,640][0m Trial 51 finished with value: 0.0018429181998759856 and parameters: {'nlayers': 22, 'hidden_size': 281, 'dropout': 0.12014247517690305, 'learning_rate': 0.004924606926237494, 'batch_size': 9616, 'optimizer_name': 'Adam'}. Best is trial 41 with value: 0.0017745443793775132.[0m
[32m[I 2022-11-07 19:32:23,561][0m Trial 52 finished with value: 0.001775381983372203 and parameters: {'nlayers': 5, 'hidden_size': 143, 'dropout': 0.13928375682615152, 'learning_rate': 0.00396751509671421, 'batch_size': 9975, 'optimizer_name': 'Adam'}. Best is trial 41 with value: 0.0017745443793775132.[0m
[32m[I 2022-11-07 19:32:40,050][0m Trial 53 finished with value: 0.0021075407204722953 and parameters: {'nlayers': 9, 'hidden_size': 179, 'dropout': 0.14131230977258286, 'learning_rate': 0.004071005555030131, 'batch_size': 8436, 'optimizer_name': 'Adam'}. Best is trial 41 with value: 0.0017745443793775132.[0m
[32m[I 2022-11-07 19:32:54,753][0m Trial 54 finished with value: 0.0019549758251726423 and parameters: {'nlayers': 3, 'hidden_size': 163, 'dropout': 0.16262456510248105, 'learning_rate': 0.005768813856240074, 'batch_size': 9063, 'optimizer_name': 'Adam'}. Best is trial 41 with value: 0.0017745443793775132.[0m
[32m[I 2022-11-07 19:33:19,215][0m Trial 55 finished with value: 0.0018481589658104315 and parameters: {'nlayers': 12, 'hidden_size': 206, 'dropout': 0.17252686541931597, 'learning_rate': 0.0031407264117871343, 'batch_size': 9596, 'optimizer_name': 'Adam'}. Best is trial 41 with value: 0.0017745443793775132.[0m
[32m[I 2022-11-07 19:33:43,223][0m Trial 56 finished with value: 0.0017683455690155395 and parameters: {'nlayers': 15, 'hidden_size': 146, 'dropout': 0.1155779539301448, 'learning_rate': 0.0026529442799012827, 'batch_size': 9991, 'optimizer_name': 'Adam'}. Best is trial 56 with value: 0.0017683455690155395.[0m
[32m[I 2022-11-07 19:33:52,839][0m Trial 57 finished with value: 0.0031147141502574282 and parameters: {'nlayers': 17, 'hidden_size': 137, 'dropout': 0.11493547266899164, 'learning_rate': 0.002659244562280407, 'batch_size': 5705, 'optimizer_name': 'Adam'}. Best is trial 56 with value: 0.0017683455690155395.[0m
[32m[I 2022-11-07 19:34:15,410][0m Trial 58 finished with value: 0.002023199451525735 and parameters: {'nlayers': 23, 'hidden_size': 147, 'dropout': 0.10918601596414991, 'learning_rate': 0.004592889265394952, 'batch_size': 8790, 'optimizer_name': 'Adam'}. Best is trial 56 with value: 0.0017683455690155395.[0m
[32m[I 2022-11-07 19:34:43,436][0m Trial 59 finished with value: 0.0019047710834438137 and parameters: {'nlayers': 30, 'hidden_size': 160, 'dropout': 0.39345235056641054, 'learning_rate': 0.0035593163811089255, 'batch_size': 9326, 'optimizer_name': 'Adam'}. Best is trial 56 with value: 0.0017683455690155395.[0m
[32m[I 2022-11-07 19:35:24,311][0m Trial 60 finished with value: 0.0018255384962768601 and parameters: {'nlayers': 55, 'hidden_size': 146, 'dropout': 0.1359120604612062, 'learning_rate': 0.003419800267942009, 'batch_size': 9691, 'optimizer_name': 'Adam'}. Best is trial 56 with value: 0.0017683455690155395.[0m
[32m[I 2022-11-07 19:35:49,429][0m Trial 61 finished with value: 0.0017690636482487097 and parameters: {'nlayers': 13, 'hidden_size': 175, 'dropout': 0.15108799889674432, 'learning_rate': 0.0019251918896022954, 'batch_size': 9985, 'optimizer_name': 'Adam'}. Best is trial 56 with value: 0.0017683455690155395.[0m
[32m[I 2022-11-07 19:36:14,967][0m Trial 62 finished with value: 0.0017819130341674841 and parameters: {'nlayers': 14, 'hidden_size': 175, 'dropout': 0.15260418525948022, 'learning_rate': 0.0025488794408959257, 'batch_size': 9958, 'optimizer_name': 'Adam'}. Best is trial 56 with value: 0.0017683455690155395.[0m
[32m[I 2022-11-07 19:36:35,343][0m Trial 63 finished with value: 0.0018421966802766182 and parameters: {'nlayers': 8, 'hidden_size': 167, 'dropout': 0.1278564651492854, 'learning_rate': 0.0020904235349323416, 'batch_size': 9608, 'optimizer_name': 'Adam'}. Best is trial 56 with value: 0.0017683455690155395.[0m
[32m[I 2022-11-07 19:36:50,084][0m Trial 64 finished with value: 0.00192427917071825 and parameters: {'nlayers': 1, 'hidden_size': 195, 'dropout': 0.11037462606849119, 'learning_rate': 0.002970219657479669, 'batch_size': 9230, 'optimizer_name': 'Adam'}. Best is trial 56 with value: 0.0017683455690155395.[0m
[32m[I 2022-11-07 19:37:03,722][0m Trial 65 finished with value: 0.002131224383313091 and parameters: {'nlayers': 6, 'hidden_size': 183, 'dropout': 0.1933215396216786, 'learning_rate': 0.00702151472896158, 'batch_size': 8331, 'optimizer_name': 'Adam'}. Best is trial 56 with value: 0.0017683455690155395.[0m
[32m[I 2022-11-07 19:37:22,768][0m Trial 66 finished with value: 0.002023484688668397 and parameters: {'nlayers': 20, 'hidden_size': 107, 'dropout': 0.1658431958064198, 'learning_rate': 0.0041579545258370295, 'batch_size': 8772, 'optimizer_name': 'Adam'}. Best is trial 56 with value: 0.0017683455690155395.[0m
[32m[I 2022-11-07 19:37:47,756][0m Trial 67 finished with value: 0.0018350416979972357 and parameters: {'nlayers': 11, 'hidden_size': 217, 'dropout': 0.1475046816570704, 'learning_rate': 0.0018559004252114235, 'batch_size': 9687, 'optimizer_name': 'Adam'}. Best is trial 56 with value: 0.0017683455690155395.[0m
[32m[I 2022-11-07 19:38:11,200][0m Trial 68 finished with value: 0.001793819030468663 and parameters: {'nlayers': 15, 'hidden_size': 152, 'dropout': 0.13146707039600602, 'learning_rate': 0.004722366703260708, 'batch_size': 9971, 'optimizer_name': 'RMSprop'}. Best is trial 56 with value: 0.0017683455690155395.[0m
[32m[I 2022-11-07 19:38:25,376][0m Trial 69 finished with value: 0.001964263947867947 and parameters: {'nlayers': 4, 'hidden_size': 131, 'dropout': 0.17609936684163666, 'learning_rate': 0.0031549408140607877, 'batch_size': 9057, 'optimizer_name': 'Adam'}. Best is trial 56 with value: 0.0017683455690155395.[0m
[32m[I 2022-11-07 19:39:00,257][0m Trial 70 finished with value: 0.0018223146783764102 and parameters: {'nlayers': 32, 'hidden_size': 170, 'dropout': 0.3176221815563378, 'learning_rate': 0.00526319742076435, 'batch_size': 9709, 'optimizer_name': 'Adam'}. Best is trial 56 with value: 0.0017683455690155395.[0m
[32m[I 2022-11-07 19:39:26,847][0m Trial 71 finished with value: 0.0017841870352926896 and parameters: {'nlayers': 15, 'hidden_size': 188, 'dropout': 0.15609649016458577, 'learning_rate': 0.0024005856844027313, 'batch_size': 9949, 'optimizer_name': 'Adam'}. Best is trial 56 with value: 0.0017683455690155395.[0m
[32m[I 2022-11-07 19:40:00,449][0m Trial 72 finished with value: 0.001772213143738634 and parameters: {'nlayers': 26, 'hidden_size': 179, 'dropout': 0.13895762647601823, 'learning_rate': 0.0026422138626975415, 'batch_size': 9998, 'optimizer_name': 'Adam'}. Best is trial 56 with value: 0.0017683455690155395.[0m
[32m[I 2022-11-07 19:40:32,635][0m Trial 73 finished with value: 0.001894400639330002 and parameters: {'nlayers': 25, 'hidden_size': 199, 'dropout': 0.11533259356940581, 'learning_rate': 0.0019781638207066283, 'batch_size': 9350, 'optimizer_name': 'Adam'}. Best is trial 56 with value: 0.0017683455690155395.[0m
[32m[I 2022-11-07 19:40:52,844][0m Trial 74 finished with value: 0.0018450965618283896 and parameters: {'nlayers': 9, 'hidden_size': 146, 'dropout': 0.13671299555817046, 'learning_rate': 0.0013191686470147594, 'batch_size': 9616, 'optimizer_name': 'Adam'}. Best is trial 56 with value: 0.0017683455690155395.[0m
[32m[I 2022-11-07 19:41:40,488][0m Trial 75 finished with value: 0.001928455324276634 and parameters: {'nlayers': 44, 'hidden_size': 219, 'dropout': 0.12334784910928245, 'learning_rate': 0.003905963461684406, 'batch_size': 9200, 'optimizer_name': 'Adam'}. Best is trial 56 with value: 0.0017683455690155395.[0m
[32m[I 2022-11-07 19:42:01,879][0m Trial 76 finished with value: 0.0020445143709534323 and parameters: {'nlayers': 19, 'hidden_size': 157, 'dropout': 0.14487240622855885, 'learning_rate': 0.0027941230819739683, 'batch_size': 8680, 'optimizer_name': 'Adam'}. Best is trial 56 with value: 0.0017683455690155395.[0m
[32m[I 2022-11-07 19:42:57,866][0m Trial 77 finished with value: 0.001970703685850819 and parameters: {'nlayers': 54, 'hidden_size': 231, 'dropout': 0.11039862979746605, 'learning_rate': 0.009609456302958112, 'batch_size': 8996, 'optimizer_name': 'Adam'}. Best is trial 56 with value: 0.0017683455690155395.[0m
[32m[I 2022-11-07 19:43:23,076][0m Trial 78 finished with value: 0.0018237638163146252 and parameters: {'nlayers': 26, 'hidden_size': 110, 'dropout': 0.128569669769569, 'learning_rate': 0.00430545469178845, 'batch_size': 9756, 'optimizer_name': 'RMSprop'}. Best is trial 56 with value: 0.0017683455690155395.[0m
[32m[I 2022-11-07 19:43:26,960][0m Trial 79 finished with value: 0.01511906451087887 and parameters: {'nlayers': 22, 'hidden_size': 203, 'dropout': 0.1846691386580163, 'learning_rate': 0.003495361821193689, 'batch_size': 1180, 'optimizer_name': 'Adam'}. Best is trial 56 with value: 0.0017683455690155395.[0m
[32m[I 2022-11-07 19:43:46,306][0m Trial 80 finished with value: 0.002245771571488479 and parameters: {'nlayers': 18, 'hidden_size': 185, 'dropout': 0.20483292286142019, 'learning_rate': 0.0022581129498700885, 'batch_size': 7873, 'optimizer_name': 'Adam'}. Best is trial 56 with value: 0.0017683455690155395.[0m
[32m[I 2022-11-07 19:44:10,877][0m Trial 81 finished with value: 0.001795574127873288 and parameters: {'nlayers': 14, 'hidden_size': 176, 'dropout': 0.1479920448323658, 'learning_rate': 0.0025295677131459246, 'batch_size': 9875, 'optimizer_name': 'Adam'}. Best is trial 56 with value: 0.0017683455690155395.[0m
[32m[I 2022-11-07 19:44:33,875][0m Trial 82 finished with value: 0.0018602347298830497 and parameters: {'nlayers': 13, 'hidden_size': 171, 'dropout': 0.15618756310838783, 'learning_rate': 0.0025811107966495573, 'batch_size': 9520, 'optimizer_name': 'Adam'}. Best is trial 56 with value: 0.0017683455690155395.[0m
[32m[I 2022-11-07 19:44:51,521][0m Trial 83 finished with value: 0.001890399962511209 and parameters: {'nlayers': 6, 'hidden_size': 141, 'dropout': 0.16924726443605764, 'learning_rate': 0.003873653149938267, 'batch_size': 9384, 'optimizer_name': 'Adam'}. Best is trial 56 with value: 0.0017683455690155395.[0m
[32m[I 2022-11-07 19:45:21,479][0m Trial 84 finished with value: 0.0017827050024368822 and parameters: {'nlayers': 21, 'hidden_size': 179, 'dropout': 0.13748905390254337, 'learning_rate': 0.003129075653221088, 'batch_size': 9933, 'optimizer_name': 'Adam'}. Best is trial 56 with value: 0.0017683455690155395.[0m
